trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
991,5.15,1,0,26,26.125,0,1
664,4.99,1,0,17,30.85,0,1
1184,7.4,1,0,0,6,0,0
1261,5.47,1,0,15,34.125,0,1
744,4.14,1,0,8,26.125,0,1
776,2.7,1,0,0,6,0,0
1007,3.32,1,0,26,13.375,0,0
1122,4.04,1,0,0,6,0,0
1459,7.98,1,0,54,34.275,0,1
1493,9.66,1,0,50,26.125,0,1
795,2.78,1,0,0,6,0,0
681,3.22,1,0,0,6,0,0
1951,17.03,1,0,0,6,0,0
545,4.54,1,0,20,26.95,0,1
984,4.38,1,0,0,6,0,0
321,1.54,1,0,9,6.45,0,0
2938,18.76,2,0,17,26.725,0,1
335,1.34,1,0,15,10.05,0,0
979,8.05,1,0,38,29.875,0,1
1508,11.88,1,0,44,26.2,0,1
581,3.54,1,0,0,9.75,0,0
1049,10.25,1,0,11,26.5,0,1
1513,13.08,1,0,57,26.925,0,1
492,1.69,1,0,13,13.7,0,0
358,2.4,1,0,20,26.425,0,1
719,5.39,1,0,25,9.65,0,0
534,3.86,1,0,0,6,0,0
523,2.38,1,0,16,6.5,0,0
770,2.59,1,0,17,13.45,0,0
1840,5.41,1,0,0,26.625,0,1
7434,30.13,1,0,0,6,0,0
661,4.49,1,0,17,27.1,0,1
195,0.71,1,0,0,6,0,0
676,4.43,1,0,0,9.75,0,0
731,3.06,1,0,23,33.7,0,1
1002,5.95,1,0,15,13.5,0,0
954,4.54,1,0,26,5.875,0,0
362,1.77,6,0,11,9.7,0,0
1114,4.55,1,0,0,13.5,0,0
429,1.53,1,0,11,5.95,0,0
445,4.88,1,0,18,9.45,0,0
524,2.06,1,0,25,26.525,0,1
866,12.18,1,0,44,5.65,0,0
634,1.87,1,0,0,13.5,0,0
1891,6.16,1,0,27,26.7,0,1
1410,11.18,1,0,22,6.5,0,0
181,0.68,2,0,0,6,0,0
733,2.25,1,0,18,6.375,0,0
392,1.17,1,0,0,6,0,0
373,1.88,1,0,0,9.75,0,0
2087,18.64,1,0,0,55.125,0,0
935,3.19,1,0,23,26.2,0,1
282,1.45,1,0,0,6,0,0
61,0.63,1,0,6,10.2,0,0
401,2.48,1,0,13,9.5,0,0
919,5.18,1,0,26,33.7,0,1
2092,17.77,1,0,0,9.75,0,0
957,10.46,2,0,37,33.875,0,1
796,9.4,1,0,8,5.5,0,0
1101,4.06,1,0,0,34.125,0,1
65,0.19,1,0,0,6,0,0
390,1.66,1,0,8,13,0,0
3018,2.01,1,0,0,13.5,0,0
502,2.3,5,0,0,13.5,0,0
543,2.56,6,0,7,5.975,0,0
651,2.88,1,0,16,9.95,0,0
1707,21.11,1,0,70,54.65,0,0
773,4.67,1,0,0,6,0,0
639,2.41,1,0,24,13.8,0,0
951,5.38,1,0,15,34.125,0,1
851,2.69,1,0,8,6.1,0,0
749,3.36,1,0,16,6.2,0,0
4,0.08,4,0,26,2.2,0,0
2004,12.47,1,0,0,26.625,0,1
1357,9.33,1,0,0,2.25,0,0
705,4.3,1,0,0,6,0,0
775,4.25,1,0,30,34.2,0,1
212,0.82,1,0,9,13.95,0,0
567,2.64,1,0,23,2.2,0,0
303,0.95,1,0,9,6,0,0
552,2.48,1,0,19,33.95,0,1
1370,5.15,4,0,38,26.2,0,1
938,4.47,1,0,0,34.125,0,1
1309,4.25,1,0,0,26.625,0,1
3356,31.22,1,0,0,26.625,0,1
517,2.22,2,0,17,30.7,0,1
1506,3.36,1,0,0,26.625,0,1
594,6.76,3,0,0,9.75,0,0
1256,8.21,1,0,0,6,0,0
831,4.91,1,0,26,5.875,0,0
1285,3.57,5,0,15,26.625,0,1
530,2.01,1,0,16,5.6,0,0
560,2.54,1,0,18,26.7,0,1
1767,7.77,1,0,26,34,0,1
1123,5.34,2,0,36,33.825,0,1
1105,3.59,1,0,0,6,0,0
1043,7.19,1,0,0,34.125,0,1
495,2.83,1,0,14,5.5,0,0
208,0.97,1,0,4,5.75,0,0
845,3.3,1,0,22,6.125,0,0
489,2.96,1,0,15,13.5,0,0
277,1.93,1,0,0,6,0,0
777,4.01,1,0,22,26.45,0,1
475,2.57,2,0,14,9.7,0,0
1061,3.22,2,0,35,26.5,0,1
86027,1.24,1,0,0,26.625,0,1
559,1.77,1,0,21,13.5,0,0
473,1.29,1,0,14,5.65,0,0
574,2.82,1,0,20,33.7,0,1
874,4.17,1,0,0,26.7,0,1
569,2.32,1,0,12,6.45,0,0
1344,4.89,1,0,29,26.2,0,1
15,0.03,5,0,0,6,0,0
528,2.37,1,0,18,30.45,0,1
602,2.82,1,0,19,26.45,0,1
386,1.95,1,0,11,5.95,0,0
732,6.18,5,0,0,13.5,0,0
1205,2.86,1,0,0,6,0,0
606,1.74,1,0,0,13.5,0,0
1195,2.85,6,0,0,6,0,0
2075,11.07,2,0,23,62.725,0,0
922,3.09,1,0,0,13.5,0,0
486,1.32,1,0,9,13.8,0,0
962,3.38,1,0,0,9.75,0,0
684,2.37,1,0,0,6,0,0
126,0.85,1,0,90,2.7,0,0
343,1.66,6,0,0,6,0,0
426,1.96,1,0,0,6,0,0
699,2.82,1,0,0,9.75,0,0
779,3.49,1,0,27,26.925,0,1
398,1.13,1,0,0,6,0,0
677,3.91,6,0,0,9.75,0,0
929,2.85,2,0,0,13.5,0,0
1143,3.07,1,0,0,6,0,0
480,1.59,1,0,16,14,0,0
238,1.45,1,0,0,6,0,0
1403,2.83,1,0,9,27.075,0,1
735,1.48,1,0,0,6,0,0
900,8.21,1,0,45,9.75,0,0
1640,11.83,1,0,0,55.125,0,0
610,2.41,5,0,0,2.25,0,0
405,1.45,1,0,0,13.5,0,0
460,2.12,1,0,14,13.45,0,0
938,5.18,1,0,0,34.125,0,1
339,1.66,1,0,0,9.75,0,0
440,2.46,1,0,18,5.55,0,0
445,2.41,1,0,0,6,0,0
795,3.85,6,0,0,26.625,0,1
536,2.32,1,0,0,26.625,0,1
970,3.36,1,0,0,13.5,0,0
1399,6,1,0,32,33.7,0,1
854,3.91,1,0,0,9.75,0,0
579,2.82,1,0,0,6,0,0
340,1.95,1,0,0,9.75,0,0
339,1.59,1,0,0,6,0,0
687,3.38,1,0,16,6.125,0,0
443,1.58,1,0,16,6.425,0,0
464,2.99,1,0,9,9.825,0,0
281,1.14,1,0,14,9.925,0,0
1189,6.02,1,0,38,33.7,0,1
2096,9.54,3,0,0,2.25,0,0
1372,4.47,1,0,0,13.5,0,0
278,1.54,1,0,0,6,0,0
753,3.57,1,0,17,34.075,0,1
532,2.69,2,0,0,26.625,0,1
2589,9.35,1,0,0,6,0,0
326,1.46,1,0,0,13.5,0,0
694,3.51,1,0,0,26.625,0,1
861,5.63,1,0,0,6,0,0
1137,6.12,1,0,0,2.25,0,0
477,2.9,2,0,22,30.875,0,1
409,1.59,1,0,0,9.75,0,0
838,13.15,2,0,75,51.375,0,0
198,2,1,0,8,13.75,0,0
283,2.3,1,0,0,6,0,0
576,2.16,1,0,8,5.5,0,0
1344,4.8,2,0,0,6,0,0
902,4.72,1,0,21,5.7,0,0
723,3.99,1,0,21,9.9,0,0
656,3.4,1,0,0,34.125,0,1
286,2.09,1,0,12,13.125,0,0
728,3.4,1,0,21,26.7,0,1
1214,4.92,1,0,0,26.7,0,1
1090,9.19,1,0,30,6.45,0,0
1181,4.14,1,0,34,26.45,0,1
366,3.04,1,0,21,26.325,0,1
692,2.09,2,0,0,6,0,0
1889,6.76,1,0,0,34.125,0,1
1406,7.72,1,0,0,30.375,0,1
1440,13.37,1,0,0,9.75,0,0
270,1.21,1,0,0,6,0,0
490,1.95,1,0,0,6,0,0
1989,12.71,3,0,15,26.625,0,1
707,3.32,1,0,26,34.45,0,1
831,2.59,1,0,17,5.95,0,0
488,2.09,1,0,15,13.5,0,0
765,2.43,1,0,0,26.625,0,1
1114,4.8,1,0,0,26.625,0,1
577,1.58,1,0,0,13.5,0,0
762,4.65,1,0,20,9.7,0,0
441,2.41,1,0,13,9.875,0,0
259,1.61,1,0,0,13.5,0,0
241,1.09,1,0,0,6,0,0
421,2.33,1,0,0,6,0,0
511,3.33,1,0,0,9.75,0,0
566,6.12,1,0,25,5.9,0,0
1360,3.86,1,0,13,13.625,0,0
3827,10.44,1,0,16,23.375,0,1
472,1.82,1,0,8,33.625,0,1
278,1.22,1,0,9,5.7,0,0
3246,27.25,1,0,80,5.95,0,0
662,3.28,1,0,0,30.375,0,1
1485,6.76,0,0,0,6,0,0
504,2.7,1,0,0,6,0,0
616,2.85,5,0,15,5.7,0,0
246,1.9,1,0,15,6.3,0,0
425,1.66,1,0,11,5.95,0,0
841,4.28,1,0,0,26.625,0,1
1663,11.52,1,0,0,26.625,0,1
433,2.03,1,0,16,9.35,0,0
1521,2.82,1,0,25,6.2,0,0
206,0.02,2,0,0,6,0,0
640,4.94,1,0,19,9.95,0,0
436,1.75,1,0,12,13.95,0,0
2155,10.96,1,0,50,33.7,0,1
391,1.66,1,0,14,26.95,0,1
737,3.96,1,0,0,6,0,0
278,1.26,1,0,8,26.125,0,1
705,3.2,1,0,20,26.95,0,1
487,1.61,1,0,0,6,0,0
2025,10.72,1,0,56,62.875,0,0
466,2.43,1,0,16,5.6,0,0
637,3.06,1,0,20,34.375,0,1
838,4.3,5,0,19,13.7,0,0
969,6.68,1,0,0,26.625,0,1
1105,7.97,1,0,38,26.125,0,1
648,4.17,1,0,15,9.75,0,0
1074,3.54,1,0,0,6,0,0
1692,17.32,1,0,69,26.175,0,1
396,1.35,1,0,1,9.35,0,0
431,1.29,1,0,11,5.95,0,0
953,15.11,1,0,64,9.425,0,0
400,1.48,1,0,0,34.125,0,1
617,3.12,1,0,19,26.45,0,1
1816,15.18,1,0,0,55.125,0,0
727,3.96,1,0,0,13.5,0,0
447,2.11,1,0,8,5.5,0,0
605,3.17,1,0,8,33.625,0,1
1127,4.96,1,0,24,13.95,0,0
832,3.7,1,0,0,26.625,0,1
1047,8.21,1,0,0,30.375,0,1
1115,9.01,1,0,0,6,0,0
1384,14.29,1,0,48,30.45,0,1
384,1.69,1,0,15,6,0,0
1173,4.86,1,0,30,9.375,0,0
1230,4.83,1,0,22,6.5,0,0
563,2.11,2,0,16,6.5,0,0
1221,5.78,1,0,24,6.45,0,0
547,2.12,1,0,9,6.375,0,0
326,2.24,1,0,16,13.1,0,0
127,0.85,1,0,6,6.45,0,0
428,2.04,1,0,18,5.55,0,0
586,2.25,1,0,0,6,0,0
229,1.29,1,0,13,5.75,0,0
661,3.49,1,0,19,6.35,0,0
536,1.98,1,0,0,6,0,0
726,7.68,1,0,0,9.75,0,0
695,1.93,1,0,20,33.7,0,1
1214,12.55,1,0,64,30.5,0,1
1534,12.15,1,0,0,26.625,0,1
2197,13.36,1,0,51,26.625,0,1
465,1.54,1,0,11,5.95,0,0
237,1.37,1,0,22,6.5,0,0
634,1.46,1,0,0,6,0,0
899,5.01,1,0,0,13.5,0,0
440,3.03,1,0,0,6,0,0
442,2.12,1,0,12,5.7,0,0
494,1.45,2,0,0,6,0,0
547,2.09,1,0,0,6,0,0
965,4.2,2,0,0,6,0,0
2801,13.79,1,0,21,62.625,0,0
110,0.66,1,0,0,9.75,0,0
331,3.32,1,0,0,6,0,0
348,1.74,1,0,8,5.5,0,0
697,3.04,1,0,0,6,0,0
2284,23.53,1,0,38,29.875,0,1
613,3.54,5,0,19,10.1,0,0
223,0.97,1,0,11,13.75,0,0
483,2.74,1,0,13,6.125,0,0
1322,11.57,1,0,75,26.625,0,1
663,3.91,1,0,0,6,0,0
321,1.67,1,0,0,9.75,0,0
331,1.56,1,0,10,6.2,0,0
622,2.82,1,0,0,9.75,0,0
821,3.54,1,0,21,26.625,0,1
2427,23.66,1,0,71,13.375,0,0
409,2.33,1,0,0,6,0,0
532,4.17,1,0,24,10.05,0,0
945,2.72,1,0,0,13.5,0,0
3,0.23,1,0,18,2.7,0,0
1067,6.26,1,0,33,10.125,0,0
458,2.17,1,0,19,9.425,0,0
956,5.49,1,0,0,79.5,0,1
595,2.83,1,0,9,5.85,0,0
841,3.19,1,0,18,13.95,0,0
347,1.93,1,0,15,30.375,0,1
830,4.55,5,0,0,6,0,0
811,2.25,2,0,18,13.125,0,0
582,3.09,1,0,0,34.125,0,1
444,2.77,1,0,0,9.75,0,0
539,7.13,1,0,0,2.25,0,0
853,5.05,2,0,8,26.125,0,1
511,3.22,2,0,0,26.625,0,1
599,2.83,1,0,0,26.625,0,1
926,2.67,2,0,0,6,0,0
28,0.1,1,0,0,13.5,0,0
254,1.37,1,0,0,6,0,0
1090,6.29,1,0,26,9.7,0,0
319,1.93,1,0,0,6,0,0
236,0.64,1,0,0,6,0,0
531,1.96,1,0,12,27.075,0,1
1336,7.5,1,0,22,27.125,0,1
434,4.52,1,0,0,55.125,0,0
320,1.29,1,0,0,9.75,0,0
616,4.14,1,0,25,27.05,0,1
1164,15.76,1,0,0,6,0,0
266,1.58,1,0,0,13.5,0,0
2023,10.81,1,0,0,13.5,0,0
457,1.45,1,0,0,6,0,0
701,2.67,1,0,24,13.8,0,0
1467,5.7,1,0,33,34.2,0,1
449,2.74,1,0,0,6,0,0
1028,2.88,1,0,0,6,0,0
1523,13.52,1,0,47,30.625,0,1
1769,7.11,1,0,55,34.325,0,1
238,0.89,1,0,9,13.95,0,0
73987,13.76,1,0,0,6,0,0
946,3.46,1,0,23,6.1,0,0
570,2.62,1,0,0,6,0,0
628,2.93,1,0,15,9.75,0,0
854,5.09,1,0,32,9.925,0,0
839,3.22,1,0,17,5.95,0,0
1145,6.76,1,0,0,9.75,0,0
654,2.74,1,0,15,5.7,0,0
11,1.77,1,0,0,9.75,0,0
2758,24.82,1,0,115,90.2,0,0
1594,8.11,1,0,0,2.25,0,0
561,3.54,1,0,30,34.575,0,1
1449,5.63,1,0,27,5.7,0,0
853,3.91,2,0,36,34.275,0,1
1620,8.66,1,0,0,30.375,0,1
942,3.15,2,0,28,5.675,0,0
456,2.72,1,0,12,6.45,0,0
390,1.59,1,0,0,26.625,0,1
572,2.86,1,0,18,6.375,0,0
294,1.9,1,0,0,13.5,0,0
1132,2.9,1,0,8,26.125,0,1
692,2.32,1,0,11,26.875,0,1
861,4.76,1,0,0,26.625,0,1
497,2.25,2,0,22,6.5,0,0
423,1.77,1,0,0,6,0,0
682,1.67,1,0,0,6,0,0
859,3.81,1,0,29,5.8,0,0
1417,7.44,1,0,44,34.3,0,1
1419,7.52,1,0,33,26.7,0,1
1288,10.86,1,0,0,26.625,0,1
1194,15.53,1,0,45,9.45,0,0
917,2.46,1,0,15,6.45,0,0
537,2.16,1,0,14,9.7,0,0
884,4.02,2,0,19,6.125,0,0
599,2.72,1,0,0,6,0,0
1309,3.99,1,0,26,26.95,0,1
516,1.69,1,0,0,6,0,0
1233,8.84,1,0,0,13.5,0,0
874,11.1,1,0,41,5.875,0,0
248,1.35,1,0,0,13.5,0,0
552,10.25,5,0,0,6,0,0
308,1.01,1,0,9,5.7,0,0
349,2.06,1,0,12,13.95,0,0
1124,6.21,1,0,0,2.25,0,0
255,0.85,1,0,10,5.9,0,0
549,1.96,1,0,12,6.45,0,0
365,1.85,1,0,12,13.2,0,0
507,2.12,1,0,12,6.45,0,0
365,2.16,1,0,9,6,0,0
275,3.25,1,0,0,26.625,0,1
1736,6.29,1,0,34,26.45,0,1
1462,7.16,1,0,0,6,0,0
1374,11.62,1,0,0,13.5,0,0
533,1.83,1,0,12,6.45,0,0
730,5.07,1,0,0,9.75,0,0
2030,10.75,2,0,0,9.75,0,0
366,2.25,1,0,8,9.25,0,0
879,11.51,1,0,43,55.4,0,0
787,2.91,1,0,8,26.125,0,1
1255,5.55,2,0,0,6,0,0
1250,3.54,1,0,0,6,0,0
711,2.25,1,0,0,13.5,0,0
1047,3.86,1,0,37,26.75,0,1
895,8.69,1,0,0,30.375,0,1
2408,15.16,1,0,54,26.7,0,1
786,2.49,1,0,23,6.175,0,0
2843,15.13,2,0,0,6,0,0
432,1.35,1,0,15,26.625,0,1
1468,9.32,1,0,0,6,0,0
388,2.2,1,0,0,2.25,0,0
431,2.3,1,0,0,6,0,0
816,4.51,1,0,0,6,0,0
424,1.54,5,0,8,6.25,0,0
2306,7.13,1,0,46,6.5,0,0
75,0.31,1,0,0,6,0,0
775,3.07,1,0,16,6.2,0,0
494,1.77,2,0,0,6,0,0
637,2.67,6,0,0,6,0,0
715,2.09,1,0,0,6,0,0
1416,4.88,2,0,27,13.2,0,0
1054,4.83,1,0,13,26.45,0,1
234,1.21,1,0,9,5.7,0,0
1002,4.55,1,0,11,26.875,0,1
1043,2.54,1,0,7,5.75,0,0
2711,16.62,1,0,0,6,0,0
620,2.4,2,0,0,6,0,0
672,2.74,1,0,0,6,0,0
755,2.08,1,0,14,26.725,0,1
380,2.17,1,0,0,26.625,0,1
814,8.55,1,0,0,6,0,0
623,3.12,1,0,0,6,0,0
803,3.48,1,0,0,6,0,0
1117,4.07,1,0,0,6,0,0
438,1.63,1,0,12,5.7,0,0
1268,6.53,1,0,8,5.5,0,0
1282,5.76,1,0,0,9.75,0,0
614,2.57,1,0,14,5.875,0,0
1348,4.96,1,0,0,6,0,0
1009,4.18,2,0,0,26.625,0,1
2173,5.86,1,0,22,27.125,0,1
191,1.93,1,0,0,6,0,0
1218,5.78,1,0,37,5.675,0,0
1111,3.46,1,0,0,6,0,0
474,2.2,1,0,0,6,0,0
895,6.45,1,0,27,26.7,0,1
717,3.93,1,0,0,34.125,0,1
2495,9.3,1,0,0,6,0,0
555,2.69,1,0,20,5.8,0,0
501,3.25,2,0,0,9.75,0,0
1346,6.79,2,0,0,2.25,0,0
994,3.51,1,0,8,13,0,0
523,1.92,2,0,0,6,0,0
1017,2.95,1,0,23,26.95,0,1
441,1.64,1,0,0,26.625,0,1
1053,12.15,3,0,0,26.625,0,1
1189,6.81,1,0,0,26.625,0,1
2233,6.32,6,0,41,34.45,0,1
340,0.9,6,0,0,6,0,0
2189,0.48,1,0,0,9.75,0,0
538,2.25,1,0,20,5.8,0,0
14,0.21,1,0,30,9.75,0,0
1002,2.83,1,0,17,26.575,0,1
1234,5.41,1,0,15,26.625,0,1
37,0.31,1,0,0,2.25,0,0
918,6.5,1,0,24,13.95,0,0
1454,6.31,1,0,0,9.75,0,0
54,1.51,1,0,0,2.25,0,0
1045,3.03,1,0,27,13.35,0,0
164,0.79,1,0,0,6,0,0
263,1.43,1,0,9,10.2,0,0
1316,7.52,1,0,25,26.975,0,1
467,1.61,1,0,0,13.5,0,0
1125,6.95,1,0,0,13.5,0,0
449,2.22,1,0,12,6.45,0,0
382,1.77,1,0,11,5.95,0,0
365,4.18,1,0,38,26.125,0,1
774,3.22,1,0,27,5.55,0,0
1422,3.62,1,0,28,26.45,0,1
420,1.45,1,0,16,6.425,0,0
599,1.88,1,0,12,6.45,0,0
1188,3.6,2,0,26,26.2,0,1
7,0.42,1,0,38,1.75,0,0
511,2.96,1,0,14,5.95,0,0
557,2.01,1,0,17,26.2,0,1
1552,6.47,1,0,14,6.1,0,0
820,3.38,1,0,0,6,0,0
766,2.53,1,0,20,6.25,0,0
184,0.9,6,0,0,6,0,0
1385,4.14,1,0,0,6,0,0
1008,2.83,1,0,8,5.5,0,0
573,2.51,2,0,0,6,0,0
291,1.8,1,0,0,13.5,0,0
768,2.74,1,0,0,6,0,0
358,0.97,1,0,30,6,0,0
659,2.06,1,0,7,13.85,0,0
390,1.66,1,0,0,6,0,0
352,2.27,1,0,12,10.2,0,0
630,2.9,1,0,15,6.375,0,0
1968,6.45,1,0,56,27.025,0,1
33609,7.24,1,0,0,6,0,0
1061,9.25,1,0,30,5.7,0,0
74137,2.33,1,0,0,26.625,0,1
271,1.13,1,0,0,13.5,0,0
418,2.01,1,0,0,6,0,0
293,1.11,1,0,0,2.25,0,0
1542,6.37,1,0,32,26.95,0,1
655,2.11,2,0,19,26.45,0,1
1180,2.96,1,0,0,9.75,0,0
906,6.44,1,0,0,2.25,0,0
976,8.96,1,0,29,5.95,0,0
1444,5.07,1,0,0,6,0,0
951,4.97,1,0,25,26.45,0,1
599,2.17,1,0,5,6.25,0,0
9,2.25,1,0,0,6,0,0
682,2.75,1,0,0,6,0,0
468,1.38,1,0,0,6,0,0
343,1.5,1,0,38,9.25,0,0
940,5.52,1,0,0,9.75,0,0
155,0.72,2,0,0,13.5,0,0
2418,7.24,1,0,38,26.125,0,1
478,2.16,5,0,12,5.7,0,0
1291,4.12,2,0,0,13.5,0,0
2378,10.35,2,0,48,13.2,0,0
780,8.09,2,0,29,26.95,0,1
1025,3.43,1,0,0,34.125,0,1
449,2.17,1,0,18,5.55,0,0
728,2.72,1,0,0,6,0,0
445,1.87,1,0,13,13.7,0,0
2346,25.75,1,0,0,9.75,0,0
370,2.03,1,0,0,13.5,0,0
771,3.49,1,0,21,6.15,0,0
754,5.78,1,0,21,10.2,0,0
1298,10.48,1,0,33,26.775,0,1
442,1.95,1,0,0,6,0,0
1244,8.71,1,0,0,6,0,0
1354,14,1,0,38,26.125,0,1
581,1.59,1,0,0,6,0,0
304,1.29,1,0,0,6,0,0
602,2.53,1,0,14,5.95,0,0
358,2.01,5,0,0,6,0,0
836,4.3,1,0,0,30.375,0,1
196,0.84,1,0,0,6,0,0
539,5.17,1,0,0,30.375,0,1
771,7.72,1,0,39,33.675,0,1
819,4.51,1,0,25,33.875,0,1
662,1.46,1,0,0,6,0,0
1466,6.89,1,0,0,26.625,0,1
742,4.33,1,0,0,9.75,0,0
581,2.29,1,0,15,6,0,0
1274,5.31,1,0,0,9.75,0,0
902,3.48,1,0,0,26.625,0,1
414,1.34,1,0,38,5.5,0,0
1922,16.45,1,0,0,9.75,0,0
806,6.13,1,0,24,13.2,0,0
733,4.47,1,0,18,10.2,0,0
440,2.41,1,0,0,13.5,0,0
273,2.09,1,0,12,13.2,0,0
1283,5.79,1,0,32,6.25,0,0
522,2.04,1,0,0,6,0,0
729,1.98,1,0,0,13.5,0,0
245,0.93,1,0,0,9.75,0,0
991,4.7,1,0,26,26.2,0,1
1439,9.46,1,0,61,34.025,0,1
328,1.98,1,0,11,5.95,0,0
597,3.14,1,0,0,13.5,0,0
410,1.24,1,0,0,9.75,0,0
236,1.29,1,0,8,13,0,0
699,5.49,1,0,20,5.95,0,0
372,1.26,1,0,0,6,0,0
275,1.29,2,0,0,6,0,0
834,3.6,1,0,15,6,0,0
1704,12.33,5,0,47,26.2,0,1
1495,6.49,1,0,19,26.375,0,1
795,3.43,1,0,15,26.625,0,1
287,1.34,1,0,10,9.95,0,0
593,2.14,1,0,21,5.925,0,0
281,1.59,1,0,0,9.75,0,0
252,1.08,1,0,10,13.7,0,0
1193,6.12,1,0,0,6,0,0
383,1.79,2,0,0,6,0,0
1523,9.85,1,0,45,13.125,0,0
1298,4.8,1,0,0,6,0,0
553,2.48,1,0,19,13.85,0,0
443,1.79,1,0,0,9.75,0,0
168,0.72,1,0,9,6,0,0
586,1.83,1,0,15,2.7,0,0
169,1.09,1,0,17,34.075,0,1
1356,4.8,1,0,0,6,0,0
3077,24.54,1,0,78,30.45,0,1
1332,6.02,1,0,25,6.2,0,0
2130,13.52,1,0,188,29.875,0,1
619,3.6,1,0,0,13.5,0,0
1461,12.79,1,0,45,34.2,0,1
713,6.26,1,0,21,13.95,0,0
1498,6.23,2,0,0,6,0,0
7464,18.46,1,0,0,6,0,0
949,4.83,1,0,0,9.75,0,0
540,2.48,1,0,0,6,0,0
603,3.09,1,0,19,26.45,0,1
1187,4.75,1,0,23,5.95,0,0
971,5.29,2,0,22,6.2,0,0
1863,10.67,1,0,46,30.2,0,1
355,1.06,1,0,15,34.2,0,1
582,1.54,1,0,22,6.5,0,0
127,0.48,1,0,8,6.1,0,0
36,0.5,1,0,0,2.25,0,0
4690,21.73,1,0,0,6,0,0
902,3.98,6,0,24,6,0,0
455,2.24,2,0,0,6,0,0
379,2.17,1,0,11,5.95,0,0
805,6.24,1,0,22,27.125,0,1
1910,15.29,1,0,0,55.125,0,0
681,2.38,1,0,14,5.95,0,0
585,5.92,1,0,22,6.5,0,0
1533,4.83,3,0,27,5.625,0,0
306,1.46,1,0,1,13.025,0,0
908,8.13,1,0,16,30.125,0,1
2835,14.29,1,0,0,9.75,0,0
368,2.08,1,0,21,33.825,0,1
969,7.56,2,0,0,6,0,0
669,2.57,1,0,0,6,0,0
306,1.13,1,0,0,2.25,0,0
858,5.95,2,0,0,6,0,0
553,3.38,2,0,12,26.475,0,1
21,0.56,1,0,38,2.2,0,0
817,4.33,1,0,15,9.75,0,0
222,1.29,1,0,14,9.625,0,0
644,1.48,3,0,11,6.25,0,0
602,3.12,1,0,0,9.75,0,0
803,3.23,2,0,15,26.625,0,1
638,1.82,1,0,0,6,0,0
497,2.12,1,0,0,6,0,0
884,1.77,1,0,0,34.125,0,1
7613,10.11,1,0,47,6.4,0,0
1360,3.51,1,0,0,13.5,0,0
984,6.2,1,0,0,28.5,0,0
795,4.47,1,0,18,6.45,0,0
306,1.66,1,0,15,13.5,0,0
103,0.82,1,0,0,9.75,0,0
517,1.88,2,0,0,2.25,0,0
1019,5.05,2,0,25,26.45,0,1
1046,7.08,1,0,31,33.875,0,1
257,1.29,1,0,0,6,0,0
267,1.14,1,0,0,6,0,0
471,5.46,1,0,22,6.5,0,0
4268,28.95,2,0,0,83.25,0,1
664,1.56,3,0,0,6,0,0
648,4.72,1,0,23,2.2,0,0
541,1.92,1,0,15,6,0,0
762,5.44,1,0,30,30.45,0,1
1114,3.72,1,0,24,6,0,0
382,1.98,1,0,8,13,0,0
418,2.3,1,0,0,6,0,0
253,1.9,6,0,15,34.2,0,1
1099,8.5,1,0,0,6,0,0
804,2.66,1,0,0,6,0,0
741,4.06,1,0,18,5.7,0,0
831,3.33,1,0,0,6,0,0
373,1.46,1,0,10,6.2,0,0
63,0.19,1,0,0,6,0,0
1531,1.93,2,0,0,6,0,0
418,2.01,1,0,0,6,0,0
1278,6.24,1,0,0,26.625,0,1
545,2.91,1,0,7,5.975,0,0
370,1.74,1,0,18,9.3,0,0
2407,5.15,1,0,39,13.125,0,0
266,1.4,2,0,8,5.5,0,0
677,5.47,1,0,0,6.075,0,0
343,2.17,2,0,17,33.7,0,1
834,5.71,1,0,26,26.95,0,1
899,3.41,1,0,13,6.275,0,0
1085,3.01,2,0,15,26.625,0,1
183,1.16,1,0,13,30.2,0,1
36958,3.17,1,0,0,6,0,0
388,2.01,1,0,11,5.95,0,0
392,1.61,1,0,0,6,0,0
489,1.79,5,0,0,6,0,0
425,1.56,1,0,0,13.5,0,0
1150,3.27,1,0,0,6,0,0
1069,1.69,1,0,0,6,0,0
1323,6.18,1,0,40,6.05,0,0
630,2.62,1,0,17,6.4,0,0
479,2.88,1,0,17,26.95,0,1
2061,11.12,1,0,38,13,0,0
569,2.32,1,0,14,13.45,0,0
1034,6.28,1,0,11,34.375,0,1
2389,6.37,1,0,0,26.625,0,1
1603,4.99,1,0,32,26.875,0,1
288,1.4,1,0,15,10.05,0,0
1045,3.2,5,0,22,27.125,0,1
3549,7.79,1,0,72,34.425,0,1
781,4.15,1,0,0,26.625,0,1
405,1.77,1,0,8,34.375,0,1
756,7.23,1,0,0,9.75,0,0
215,1.5,1,0,0,6,0,0
862,3.77,1,0,19,9.95,0,0
773,2.93,1,0,0,13.5,0,0
420,2.16,1,0,18,5.55,0,0
425,1.77,3,0,15,26.625,0,1
1598,5.65,1,0,0,13.5,0,0
3217,10.56,2,0,0,6,0,0
1565,6.66,1,0,30,13.95,0,0
607,3.41,1,0,0,9.75,0,0
1557,5.34,1,0,0,6,0,0
2015,7.48,1,0,20,26.5,0,1
1019,4.35,1,0,0,6,0,0
792,1.34,1,0,15,6.45,0,0
933,2.85,1,0,0,24.75,0,1
